train_sharpe,train_annual_return,train_crisis_return,z,th,sw,sth,ddw,ddt,cw,val_sharpe,val_annual_return,val_crisis_return,selection_score
0.39364875373925406,0.05172474245682768,0.00596847811745449,10,1.5,40,-0.03,100,-0.03,0.4,0.8467903808187123,0.12915754264890444,-0.5449648529360148,0.2803633469693895
0.3984329537412647,0.05254331983541105,0.008082015215298943,10,1.5,40,-0.03,100,-0.05,0.2,0.8519785410372925,0.13013216114831927,-0.5523520075726425,0.2850465569172577
0.39609425691226935,0.05214277701926262,0.0070635924090971525,10,1.5,40,-0.03,100,-0.05,0.3,0.8492170952414188,0.12961133369028244,-0.5490914277925818,0.282813547329982
0.39364875373925406,0.05172474245682768,0.00596847811745449,10,1.5,40,-0.03,100,-0.05,0.4,0.8467903808187123,0.12915754264890444,-0.5449648529360148,0.2803633469693895
0.39852649169492765,0.0525519576261122,0.00851895498105204,10,1.5,40,-0.05,50,-0.03,0.2,0.8483539590985042,0.12950990126797857,-0.5609405667863441,0.28606962484403353
0.39654682307181216,0.05221102154773738,0.007602935483434159,10,1.5,40,-0.05,50,-0.03,0.3,0.8437571010624882,0.12867078322877323,-0.5619990531348196,0.2847442535741431
0.3942461357365641,0.05181611661765295,0.006542583088658516,10,1.5,40,-0.05,50,-0.03,0.4,0.8389315651216851,0.12779865123533796,-0.5631282738807258,0.28307477839028383
0.39852649169492765,0.0525519576261122,0.00851895498105204,10,1.5,40,-0.05,50,-0.05,0.2,0.8483539590985042,0.12950990126797857,-0.5609405667863441,0.28606962484403353
0.39654682307181216,0.05221102154773738,0.007602935483434159,10,1.5,40,-0.05,50,-0.05,0.3,0.8437571010624882,0.12867078322877323,-0.5619990531348196,0.2847442535741431
0.3942461357365641,0.05181611661765295,0.006542583088658516,10,1.5,40,-0.05,50,-0.05,0.4,0.8389315651216851,0.12779865123533796,-0.5631282738807258,0.28307477839028383
0.39847858968462274,0.05254910869650642,0.008044832116974154,10,1.5,40,-0.05,100,-0.03,0.2,0.848235798587531,0.12948127885765692,-0.5605113502302618,0.2860392874588957
0.39641239825975094,0.05219358542932029,0.007090078505284314,10,1.5,40,-0.05,100,-0.03,0.3,0.8436335094387498,0.1286412509011623,-0.5616345504996088,0.28460712046500125
0.3942062856179517,0.051814642468519745,0.006073072437267735,10,1.5,40,-0.05,100,-0.03,0.4,0.8387987060950901,0.12776762723087032,-0.5628358175562813,0.28305818049866704
0.39847858968462274,0.05254910869650642,0.008044832116974154,10,1.5,40,-0.05,100,-0.05,0.2,0.848235798587531,0.12948127885765692,-0.5605113502302618,0.2860392874588957
